opdb_id_,first_five,is_machine,name,common_name,shortname,physical_machine,ipdb_id,manufacture_date,year_,type,display,player_count,features,keywords,manufacturer_name,manufacturer_full_name,title,images_type,urls_medium,urls_large,urls_small,sizes_medium_width,sizes_medium_height,sizes_large_width,sizes_large_height,sizes_small_width,sizes_small_height,opdb_id,group_name
G48ZN-MLONl,G48ZN,True,Fireball Classic,,FBC,1,853,1985-02-01,1985,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/0359eaac-f96d-4e46-b1dd-54ae38869a69-medium.jpg,https://img.opdb.org/0359eaac-f96d-4e46-b1dd-54ae38869a69-large.jpg,https://img.opdb.org/0359eaac-f96d-4e46-b1dd-54ae38869a69-small.jpg,640,577,665,600,250,226,G48ZN,Fireball
G4l8K-MJwXy,G4l8K,True,Wizard!,,,1,2803,1975-05-01,1975,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/a596273e-1c90-484f-9652-83e21172fd00-medium.jpg,https://img.opdb.org/a596273e-1c90-484f-9652-83e21172fd00-large.jpg,https://img.opdb.org/a596273e-1c90-484f-9652-83e21172fd00-small.jpg,640,582,660,600,250,227,G4l8K,Wizard!
G50Wr-MLeZP,G50Wr,True,Revenge From Mars,,RFM,1,4446,1999-01-01,1999,ss,cga,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/d452be09-bed3-4ae0-a0ac-ccc8387b528d-medium.jpg,https://img.opdb.org/d452be09-bed3-4ae0-a0ac-ccc8387b528d-large.jpg,https://img.opdb.org/d452be09-bed3-4ae0-a0ac-ccc8387b528d-small.jpg,640,402,900,565,250,157,G50Wr,Revenge From Mars
G5L06-ML08k,G5L06,True,Straight Flush,,,1,2392,1957-11-01,1957,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/e0af9d90-d98f-487c-89bc-621f3a657ef0-medium.jpg,https://img.opdb.org/e0af9d90-d98f-487c-89bc-621f3a657ef0-large.jpg,https://img.opdb.org/e0af9d90-d98f-487c-89bc-621f3a657ef0-small.jpg,572,600,572,600,239,250,G5L06,Straight Flush
G4qEl-MQjk6,G4qEl,True,Kickoff,,,1,1362,1967-12-01,1967,em,reels,1,Add-a-ball ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/b5c6ba6f-6a47-4c64-97b3-6ed5fef7aa84-medium.jpg,https://img.opdb.org/b5c6ba6f-6a47-4c64-97b3-6ed5fef7aa84-large.jpg,https://img.opdb.org/b5c6ba6f-6a47-4c64-97b3-6ed5fef7aa84-small.jpg,450,600,450,600,188,250,G4qEl,Touchdown / Kickoff
G4J3k-MLnnX,G4J3k,True,Thunderball,,,1,2554,1982-05-01,1982,ss,alphanumeric,2,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/e26ad258-8395-4fd8-8a95-072b7cb8e086-medium.jpg,https://img.opdb.org/e26ad258-8395-4fd8-8a95-072b7cb8e086-large.jpg,https://img.opdb.org/e26ad258-8395-4fd8-8a95-072b7cb8e086-small.jpg,640,563,682,600,250,220,G4J3k,Thunderball
G4kdB-MLqe3,G4kdB,True,Pinball Pool,,,1,1795,1979-01-08,1979,ss,alphanumeric,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/bc009912-3dfa-4099-87c0-4f555a22cb6d-medium.jpg,https://img.opdb.org/bc009912-3dfa-4099-87c0-4f555a22cb6d-large.jpg,https://img.opdb.org/bc009912-3dfa-4099-87c0-4f555a22cb6d-small.jpg,640,484,794,600,250,189,G4kdB,Pinball Pool
G5Wl0-MJoR7,G5Wl0,True,Monte Carlo,,,1,1623,1964-02-01,1964,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/09721902-4bcf-4b3a-ba93-6cfbf0a638e8-medium.jpg,https://img.opdb.org/09721902-4bcf-4b3a-ba93-6cfbf0a638e8-large.jpg,https://img.opdb.org/09721902-4bcf-4b3a-ba93-6cfbf0a638e8-small.jpg,640,636,773,768,250,248,G5Wl0,Monte Carlo
GrNpY-MJrZw,GrNpY,True,Mars God of War,,,1,1549,1981-03-01,1981,ss,alphanumeric,4,Widebody ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/8729002c-c0c1-4248-8c4a-96f03ddf9098-medium.jpg,https://img.opdb.org/8729002c-c0c1-4248-8c4a-96f03ddf9098-large.jpg,https://img.opdb.org/8729002c-c0c1-4248-8c4a-96f03ddf9098-small.jpg,640,552,696,600,250,216,GrNpY,Mars God of War
G5plO-MDzVY,G5plO,True,Melody Lane,,,1,1568,1960-07-01,1960,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/94f2cfdc-cfcb-4398-ad0a-9de5466992b3-medium.jpg,https://img.opdb.org/94f2cfdc-cfcb-4398-ad0a-9de5466992b3-large.jpg,https://img.opdb.org/94f2cfdc-cfcb-4398-ad0a-9de5466992b3-small.jpg,600,498,600,498,250,208,G5plO,Melody Lane
G4O8o-MJ4Wp,G4O8o,True,Race Time,,,1,1898,1959-03-01,1959,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/a02642fb-2428-43ad-9ea7-35fce764ebc8-medium.jpg,https://img.opdb.org/a02642fb-2428-43ad-9ea7-35fce764ebc8-large.jpg,https://img.opdb.org/a02642fb-2428-43ad-9ea7-35fce764ebc8-small.jpg,640,480,800,600,250,188,G4O8o,Race Time
G43Yq-MJ7o4,G43Yq,True,Dolly Parton,,DP,1,698,1978-10-06,1978,ss,alphanumeric,4,,music ,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/70672aeb-e3b2-43c0-afd5-a1ef04a01be0-medium.jpg,https://img.opdb.org/70672aeb-e3b2-43c0-afd5-a1ef04a01be0-large.jpg,https://img.opdb.org/70672aeb-e3b2-43c0-afd5-a1ef04a01be0-small.jpg,640,554,693,600,250,216,G43Yq,Dolly Parton
G4xYD-MD3nw,G4xYD,True,Bowling Queen,,,1,367,1964-07-01,1964,em,reels,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/944a3bbe-604f-4123-a8c2-08cab343f08b-medium.jpg,https://img.opdb.org/944a3bbe-604f-4123-a8c2-08cab343f08b-large.jpg,https://img.opdb.org/944a3bbe-604f-4123-a8c2-08cab343f08b-small.jpg,480,640,480,640,188,250,G4xYD,Bowling Queen
GrkW3-MD8RW,GrkW3,True,Voltan Escapes Cosmic Doom,,,1,2744,1978-01-18,1978,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/82902389-2b5d-4504-b831-691ff7036627-medium.jpg,https://img.opdb.org/82902389-2b5d-4504-b831-691ff7036627-large.jpg,https://img.opdb.org/82902389-2b5d-4504-b831-691ff7036627-small.jpg,640,576,667,600,250,225,GrkW3,Voltan Escapes Cosmic Doom
Grl1L-MJZyq,Grl1L,True,Happy Days,,,1,1115,1952-07-01,1952,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/f455af10-6299-4640-995d-6ed7e68c971b-medium.jpg,https://img.opdb.org/f455af10-6299-4640-995d-6ed7e68c971b-large.jpg,https://img.opdb.org/f455af10-6299-4640-995d-6ed7e68c971b-small.jpg,568,640,645,727,222,250,Grl1L,Happy Days
GRoDo-MDv3l,GRoDo,True,Vulcan,,,1,2745,1977-10-01,1977,em,reels,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/8a617271-3d24-441e-950a-3756c35d031a-medium.jpg,https://img.opdb.org/8a617271-3d24-441e-950a-3756c35d031a-large.jpg,https://img.opdb.org/8a617271-3d24-441e-950a-3756c35d031a-small.jpg,640,635,725,719,250,248,GRoDo,Vulcan
GRKeO-MQ53E,GRKeO,True,Bazaar,,,1,201,1966-10-01,1966,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/47d809f5-2da1-4384-bd56-387c1370a1a1-medium.jpg,https://img.opdb.org/47d809f5-2da1-4384-bd56-387c1370a1a1-large.jpg,https://img.opdb.org/47d809f5-2da1-4384-bd56-387c1370a1a1-small.jpg,450,600,450,600,188,250,GRKeO,Bazaar
G48B7-MQpRr,G48B7,True,Smoke Signal,,,1,2218,1955-05-01,1955,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/24220102-7fe9-40db-819b-45e11de8e474-medium.jpg,https://img.opdb.org/24220102-7fe9-40db-819b-45e11de8e474-large.jpg,https://img.opdb.org/24220102-7fe9-40db-819b-45e11de8e474-small.jpg,607,640,625,659,237,250,G48B7,Smoke Signal
G4N6n-MLxER,G4N6n,True,Big Buck Hunter Pro,,BBH,1,5513,2010-01-23,2010,ss,dmd,4,,video-games ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/8820dcc8-39f8-4cdb-a451-47fc3651da12-medium.jpg,https://img.opdb.org/8820dcc8-39f8-4cdb-a451-47fc3651da12-large.jpg,https://img.opdb.org/8820dcc8-39f8-4cdb-a451-47fc3651da12-small.jpg,640,469,818,600,250,183,G4N6n,Big Buck Hunter Pro
G4qxv-MJPyv,G4qxv,True,Sorcerer,,,1,2242,1985-03-01,1985,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/8016de3e-c263-48d5-b77b-826a9748738e-medium.jpg,https://img.opdb.org/8016de3e-c263-48d5-b77b-826a9748738e-large.jpg,https://img.opdb.org/8016de3e-c263-48d5-b77b-826a9748738e-small.jpg,640,404,900,568,250,158,G4qxv,Sorcerer
G5zvZ-MQ9Y3,G5zvZ,True,Skill-Pool,,,1,2183,1952-08-01,1952,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/f1ee97f9-ff0c-4df5-a1a0-51b4ea48468e-medium.jpg,https://img.opdb.org/f1ee97f9-ff0c-4df5-a1a0-51b4ea48468e-large.jpg,https://img.opdb.org/f1ee97f9-ff0c-4df5-a1a0-51b4ea48468e-small.jpg,600,447,600,447,250,186,G5zvZ,Skill-Pool
G4JK7-MDBe6,G4JK7,True,Waterworld,,WW,1,3793,1995-01-01,1995,ss,dmd,4,,movie ,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/c02d0af3-89b9-4bc4-853c-d65dbe4c9102-medium.jpg,https://img.opdb.org/c02d0af3-89b9-4bc4-853c-d65dbe4c9102-large.jpg,https://img.opdb.org/c02d0af3-89b9-4bc4-853c-d65dbe4c9102-small.jpg,640,485,792,600,250,189,G4JK7,Waterworld
G417d-MJkXV,G417d,True,Wheel of Fortune,,WoF,1,5254,2007-10-01,2007,ss,dmd,4,,,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/767df9b6-51fa-4d89-ae27-99869d94ce49-medium.jpg,https://img.opdb.org/767df9b6-51fa-4d89-ae27-99869d94ce49-large.jpg,https://img.opdb.org/767df9b6-51fa-4d89-ae27-99869d94ce49-small.jpg,550,420,550,420,250,191,G417d,Wheel of Fortune
G5vyY-MJdZy,G5vyY,True,Derby Day,,,1,664,1956-04-01,1956,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/6fa1dc44-808a-4535-84ea-68bdc012b50c-medium.jpg,https://img.opdb.org/6fa1dc44-808a-4535-84ea-68bdc012b50c-large.jpg,https://img.opdb.org/6fa1dc44-808a-4535-84ea-68bdc012b50c-small.jpg,640,606,743,703,250,237,G5vyY,Derby Day
G5D3O-MJKe0,G5D3O,True,Lucky Seven,,,1,1491,1978-03-01,1978,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/56ad40f8-9682-417f-8dac-6a9ef6c18dee-medium.jpg,https://img.opdb.org/56ad40f8-9682-417f-8dac-6a9ef6c18dee-large.jpg,https://img.opdb.org/56ad40f8-9682-417f-8dac-6a9ef6c18dee-small.jpg,514,468,514,468,250,228,G5D3O,Lucky Seven
GR90K-MQw2y,GR90K,True,Hay-Ride,,,1,1141,1964-10-01,1964,em,reels,1,Add-a-ball ,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/9614a220-199d-4cf5-baac-426ee6ec3bef-medium.jpg,https://img.opdb.org/9614a220-199d-4cf5-baac-426ee6ec3bef-large.jpg,https://img.opdb.org/9614a220-199d-4cf5-baac-426ee6ec3bef-small.jpg,418,441,418,441,237,250,GR90K,Harvest / Hay-Ride
G41Lo-MDerP,G41Lo,True,Fire! Champagne Edition,,,1,860,1987-01-09,1987,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/26d65635-b154-412c-b2a8-35cd43f19c36-medium.jpg,https://img.opdb.org/26d65635-b154-412c-b2a8-35cd43f19c36-large.jpg,https://img.opdb.org/26d65635-b154-412c-b2a8-35cd43f19c36-small.jpg,558,600,558,600,232,250,G41Lo,Fire!
G5z2e-MJ2lR,G5z2e,True,Warlok,,,1,2754,1982-01-01,1982,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/0c47c693-44b5-4e2f-83d5-ad78b9287358-medium.jpg,https://img.opdb.org/0c47c693-44b5-4e2f-83d5-ad78b9287358-large.jpg,https://img.opdb.org/0c47c693-44b5-4e2f-83d5-ad78b9287358-small.jpg,640,588,653,600,250,230,G5z2e,Warlok
G48OE-MD0bk,G48OE,True,Atlantis,,,1,105,1975-01-01,1975,em,reels,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/a9ff517c-c083-4003-bcd9-ca3263cec1bc-medium.jpg,https://img.opdb.org/a9ff517c-c083-4003-bcd9-ca3263cec1bc-large.jpg,https://img.opdb.org/a9ff517c-c083-4003-bcd9-ca3263cec1bc-small.jpg,578,600,578,600,240,250,G48OE,Atlantis
G4eqP-MLR0P,G4eqP,True,Miss-O,,,1,1612,1969-02-01,1969,em,reels,1,Replay ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/4b94010e-9e9e-448e-80dc-fab6267d47c0-medium.jpg,https://img.opdb.org/4b94010e-9e9e-448e-80dc-fab6267d47c0-large.jpg,https://img.opdb.org/4b94010e-9e9e-448e-80dc-fab6267d47c0-small.jpg,472,600,472,600,197,250,G4eqP,Miss-O / Cue-T
GR6Zq-MJ6nw,GR6Zq,True,Knock Out,,,1,1391,1950-12-01,1950,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/b0bbc92a-55ee-4fcb-83f6-35814f9f2252-medium.jpg,https://img.opdb.org/b0bbc92a-55ee-4fcb-83f6-35814f9f2252-large.jpg,https://img.opdb.org/b0bbc92a-55ee-4fcb-83f6-35814f9f2252-small.jpg,592,640,725,784,231,250,GR6Zq,Knock Out
G5VNb-MQoZ7,G5VNb,True,Army Navy,,,1,91,1953-10-01,1953,em,reels,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/23f08ce7-96d1-4da6-a82f-723207248344-medium.jpg,https://img.opdb.org/23f08ce7-96d1-4da6-a82f-723207248344-large.jpg,https://img.opdb.org/23f08ce7-96d1-4da6-a82f-723207248344-small.jpg,640,618,640,618,250,241,G5VNb,Army Navy
GRY9k-MQr4w,GRY9k,True,Beat the Clock,,BTC,1,212,1985-01-01,1985,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/409fe451-79b1-451e-9e54-ae3bbc5bd8cb-medium.jpg,https://img.opdb.org/409fe451-79b1-451e-9e54-ae3bbc5bd8cb-large.jpg,https://img.opdb.org/409fe451-79b1-451e-9e54-ae3bbc5bd8cb-small.jpg,640,484,794,600,250,189,GRY9k,Beat the Clock
Grk9J-MQ4qp,Grk9J,True,Straight Shooter,,,1,2394,1959-02-01,1959,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/c56d1f56-dd66-4058-9bb0-a0d65ae1d548-medium.jpg,https://img.opdb.org/c56d1f56-dd66-4058-9bb0-a0d65ae1d548-large.jpg,https://img.opdb.org/c56d1f56-dd66-4058-9bb0-a0d65ae1d548-small.jpg,396,440,396,440,225,250,Grk9J,Straight Shooter
G4Xw9-MQ7K4,G4Xw9,True,Title Fight,,,1,2573,1990-01-01,1990,ss,alphanumeric,4,,street-level ,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/ad3d5f86-a273-46da-86df-855d5483b59b-medium.jpg,https://img.opdb.org/ad3d5f86-a273-46da-86df-855d5483b59b-large.jpg,https://img.opdb.org/ad3d5f86-a273-46da-86df-855d5483b59b-small.jpg,526,600,526,600,219,250,G4Xw9,Title Fight
G5oBw-ML3Kw,G5oBw,True,The Party Zone,,PZ,1,1764,1991-01-08,1991,ss,dmd,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/742fabd7-8074-4297-b0a4-13726ef293d2-medium.jpg,https://img.opdb.org/742fabd7-8074-4297-b0a4-13726ef293d2-large.jpg,https://img.opdb.org/742fabd7-8074-4297-b0a4-13726ef293d2-small.jpg,640,540,711,600,250,211,G5oBw,The Party Zone
G4ODR-MDXEy,G4ODR,True,The Addams Family,,TAF,1,20,1992-01-03,1992,ss,dmd,4,,movie ,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/85401531-c087-4f7d-9484-4e867418560a-medium.jpg,https://img.opdb.org/85401531-c087-4f7d-9484-4e867418560a-large.jpg,https://img.opdb.org/85401531-c087-4f7d-9484-4e867418560a-small.jpg,640,405,640,405,250,158,G4ODR,The Addams Family
G4lNn-ML1l5,G4lNn,True,Buccaneer,,,1,391,1976-06-01,1976,em,reels,1,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/2dcfd61d-6554-4900-9725-6847229995ff-medium.jpg,https://img.opdb.org/2dcfd61d-6554-4900-9725-6847229995ff-large.jpg,https://img.opdb.org/2dcfd61d-6554-4900-9725-6847229995ff-small.jpg,450,600,450,600,188,250,G4lNn,Buccaneer / Ship Ahoy / High Seas
GRokz-ML8oW,GRokz,True,CSI: Crime Scene Investigation,,CSI,1,5348,2008-11-11,2008,ss,dmd,4,,,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/1b67dcf1-f219-419c-ad73-f56a1580b98b-medium.jpg,https://img.opdb.org/1b67dcf1-f219-419c-ad73-f56a1580b98b-large.jpg,https://img.opdb.org/1b67dcf1-f219-419c-ad73-f56a1580b98b-small.jpg,640,461,833,600,250,180,GRokz,CSI: Crime Scene Investigation
G5n1Q-MQZdq,G5n1Q,True,Pro Pool,,,1,1866,1973-12-01,1973,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/2ce962fe-e74f-475e-ad07-c254bd1d1d63-medium.jpg,https://img.opdb.org/2ce962fe-e74f-475e-ad07-c254bd1d1d63-large.jpg,https://img.opdb.org/2ce962fe-e74f-475e-ad07-c254bd1d1d63-small.jpg,386,434,386,434,222,250,G5n1Q,Big Shot / Hot Shot / Pro Pool
Grx1z-MLvVl,Grx1z,True,Love Bug,,,1,1480,1971-03-01,1971,em,reels,1,Add-a-ball ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/f5c17655-7ec0-4f29-bfb1-5debbcb4a6bd-medium.jpg,https://img.opdb.org/f5c17655-7ec0-4f29-bfb1-5debbcb4a6bd-large.jpg,https://img.opdb.org/f5c17655-7ec0-4f29-bfb1-5debbcb4a6bd-small.jpg,566,570,566,570,248,250,Grx1z,Dipsy Doodle / Doodle Bug / Love Bug
GrkOB-MJVvl,GrkOB,True,Playboy,,,1,1823,1978-12-09,1978,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/86513ba2-95bf-4bfa-8ee8-069f0641f293-medium.jpg,https://img.opdb.org/86513ba2-95bf-4bfa-8ee8-069f0641f293-large.jpg,https://img.opdb.org/86513ba2-95bf-4bfa-8ee8-069f0641f293-small.jpg,640,461,833,600,250,180,GrkOB,Playboy
GRL9Q-MJpKr,GRL9Q,True,Card King,,,1,445,1971-08-01,1971,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/c9d36380-7b68-4d54-a293-66a87c613731-medium.jpg,https://img.opdb.org/c9d36380-7b68-4d54-a293-66a87c613731-large.jpg,https://img.opdb.org/c9d36380-7b68-4d54-a293-66a87c613731-small.jpg,280,279,280,279,250,249,GRL9Q,Drop-A-Card / Pop-A-Card
G5L1Q-MDx7R,G5L1Q,True,Swinger,,,1,2485,1972-12-01,1972,em,reels,2,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/6820c86e-71c0-49ee-ad7b-4391e32de875-medium.jpg,https://img.opdb.org/6820c86e-71c0-49ee-ad7b-4391e32de875-large.jpg,https://img.opdb.org/6820c86e-71c0-49ee-ad7b-4391e32de875-small.jpg,640,533,721,600,250,208,G5L1Q,Fun-Fest / Swinger
G4ldW-MQPNv,G4ldW,True,Touchdown,,,1,2610,1984-01-01,1984,ss,alphanumeric,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/87c256c3-8ee9-487c-b16b-f8651cc41067-medium.jpg,https://img.opdb.org/87c256c3-8ee9-487c-b16b-f8651cc41067-large.jpg,https://img.opdb.org/87c256c3-8ee9-487c-b16b-f8651cc41067-small.jpg,400,426,400,426,235,250,G4ldW,Touchdown
GrEZ5-MJ9y3,GrEZ5,True,Solar City,,,1,2237,1977-02-01,1977,em,reels,2,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/ab944ef8-0060-4807-ab82-a6730342bf4b-medium.jpg,https://img.opdb.org/ab944ef8-0060-4807-ab82-a6730342bf4b-large.jpg,https://img.opdb.org/ab944ef8-0060-4807-ab82-a6730342bf4b-small.jpg,640,480,800,600,250,188,GrEZ5,El Dorado
G4XJ6-MLBw6,G4XJ6,True,Silver Skates,,,1,2150,1953-02-01,1953,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/4e2f14b3-389e-4754-aea1-618ec46d27ea-medium.jpg,https://img.opdb.org/4e2f14b3-389e-4754-aea1-618ec46d27ea-large.jpg,https://img.opdb.org/4e2f14b3-389e-4754-aea1-618ec46d27ea-small.jpg,620,640,625,645,242,250,G4XJ6,Silver Skates
GRWBd-MLy5p,GRWBd,True,Diner,,DNR,1,681,1990-01-09,1990,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/928e44ef-b6c3-409d-9a2a-990d9f16dc95-medium.jpg,https://img.opdb.org/928e44ef-b6c3-409d-9a2a-990d9f16dc95-large.jpg,https://img.opdb.org/928e44ef-b6c3-409d-9a2a-990d9f16dc95-small.jpg,640,401,818,512,250,156,GRWBd,Diner
G4k8j-MLO6l,G4k8j,True,Fore,,,1,917,1973-01-01,1973,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/6c22d56b-190d-423c-bbeb-31a691b57496-medium.jpg,https://img.opdb.org/6c22d56b-190d-423c-bbeb-31a691b57496-large.jpg,https://img.opdb.org/6c22d56b-190d-423c-bbeb-31a691b57496-small.jpg,640,427,640,427,250,167,G4k8j,Fore
G5vDW-MJw9y,G5vDW,True,Heat Wave,,,1,1148,1964-07-01,1964,em,reels,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/cc0d0ade-7d2f-40e1-8304-79a50f79de0e-medium.jpg,https://img.opdb.org/cc0d0ade-7d2f-40e1-8304-79a50f79de0e-large.jpg,https://img.opdb.org/cc0d0ade-7d2f-40e1-8304-79a50f79de0e-small.jpg,540,600,540,600,225,250,G5vDW,Heat Wave
G4PL3-MLeBP,G4PL3,True,Grand Slam,,,1,1079,1983-01-01,1983,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/72ca3742-bfd4-45b1-b1be-18f900e3bcbf-medium.jpg,https://img.opdb.org/72ca3742-bfd4-45b1-b1be-18f900e3bcbf-large.jpg,https://img.opdb.org/72ca3742-bfd4-45b1-b1be-18f900e3bcbf-small.jpg,640,480,800,600,250,188,G4PL3,Grand Slam
GRDQ1-MQYrl,GRDQ1,True,Campus Queen,,,1,424,1966-08-01,1966,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/2b7bd8ef-f623-45a2-a545-7f7b4a80b832-medium.jpg,https://img.opdb.org/2b7bd8ef-f623-45a2-a545-7f7b4a80b832-large.jpg,https://img.opdb.org/2b7bd8ef-f623-45a2-a545-7f7b4a80b832-small.jpg,640,535,718,600,250,209,GRDQ1,Gator / Sheba / Campus Queen
GRbWj-MJpkl,GRbWj,True,Mini Pool,,,1,1605,1969-08-01,1969,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/4b814457-5ef6-4211-9705-2529b706a705-medium.jpg,https://img.opdb.org/4b814457-5ef6-4211-9705-2529b706a705-large.jpg,https://img.opdb.org/4b814457-5ef6-4211-9705-2529b706a705-small.jpg,560,640,721,825,219,250,GRbWj,Target Pool / Mini Pool
G41xJ-MQPzP,G41xJ,True,Wild West,,,1,2785,1951-08-01,1951,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/c82d72cb-da1e-43de-9434-c80c1b21ec7b-medium.jpg,https://img.opdb.org/c82d72cb-da1e-43de-9434-c80c1b21ec7b-large.jpg,https://img.opdb.org/c82d72cb-da1e-43de-9434-c80c1b21ec7b-small.jpg,450,600,450,600,188,250,G41xJ,Wild West
G59j7-MJ940,G59j7,True,Mini Cycle,,,1,1604,1970-02-01,1970,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/02551028-e00c-4e48-90c0-4b4c61c2865a-medium.jpg,https://img.opdb.org/02551028-e00c-4e48-90c0-4b4c61c2865a-large.jpg,https://img.opdb.org/02551028-e00c-4e48-90c0-4b4c61c2865a-small.jpg,640,480,800,600,250,188,G59j7,Polo / Mini Cycle
G4jk1-MDEKP,G4jk1,True,Can Can,,,1,3815,1955-08-01,1955,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/d8af55b5-c130-42ee-95b2-18dee69c33c9-medium.jpg,https://img.opdb.org/d8af55b5-c130-42ee-95b2-18dee69c33c9-large.jpg,https://img.opdb.org/d8af55b5-c130-42ee-95b2-18dee69c33c9-small.jpg,336,368,336,368,228,250,G4jk1,Can Can
G59wx-MLBX4,G59wx,True,Evel Knievel (EM),,EK,1,793,1976-09-27,1976,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/2125230a-c8f3-48c3-8ad5-70d136d08d3b-medium.jpg,https://img.opdb.org/2125230a-c8f3-48c3-8ad5-70d136d08d3b-large.jpg,https://img.opdb.org/2125230a-c8f3-48c3-8ad5-70d136d08d3b-small.jpg,640,480,800,600,250,188,G59wx,Evel Knievel
